filename,split,classes,source_id,destination_id,owner,updated_unix_ms,annotation_available,image_url,bytes,sha256,primary_class,relative_path
objects365_v1_00138888.jpg,train,Bowl-Basin;Cabinet-shelf;Couch;Desk;Lamp;Monitor-TV;Person;Picture-Frame;Pillow,q277CWgC4H2wKSGMIdFv,1e6b511cbf6b4efddf20c489fa85fccf,8IqlCQUz92pfe9BWFgXB,1723237573348,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/1e6b511cbf6b4efddf20c489fa85fccf/thumb.jpg,47306,81942d462261313446b6e092a8eb18f4f19eb9b32ed052c9dec281caa07942f8,Bowl-Basin,images/Bowl-Basin/objects365_v1_00138888.jpg
objects365_v1_00138891.jpg,train,Bottle;Cabinet-shelf;Chair;Cup;Faucet;Gas stove;Lamp;Mirror;Plate;Pot;Sink;Tea pot;Toilet Paper;Trash bin Can,Qo4FtkEUERtUZMI9F1Dt,9374b4a2fceb77f1a1399487bcef9de1,8IqlCQUz92pfe9BWFgXB,1723237573348,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/9374b4a2fceb77f1a1399487bcef9de1/thumb.jpg,54773,f069b4307c5a287f13621313e36d26ced6efd4290bc4d081515eef528b6858a8,Bottle,images/Bottle/objects365_v1_00138891.jpg
objects365_v1_00138892.jpg,train,Car;Hat;High Heels;Person;SUV,RxiVkl9MTWhEr3BKxriK,d2ecf38f534a32027866912233a1f50b,8IqlCQUz92pfe9BWFgXB,1723237573083,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/d2ecf38f534a32027866912233a1f50b/thumb.jpg,45749,d56627803d214a0c68bc9f0d3baa5c7a146940236cb24d5c4b5a1ade2cabc24b,Car,images/Car/objects365_v1_00138892.jpg
objects365_v1_00138893.jpg,train,Bus;Car;Handbag-Satchel;Leather Shoes;Person;Street Lights;Umbrella,XgZkKu8DmRfpsA8cXT9f,864c1acc71af316c1706f6b0b5f18eea,8IqlCQUz92pfe9BWFgXB,1723237573083,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/864c1acc71af316c1706f6b0b5f18eea/thumb.jpg,55625,2e55438a50bba8cbe7b56d17091ae0ec8189e056962de1949a7e6b904fb30e94,Bus,images/Bus/objects365_v1_00138893.jpg
objects365_v1_00138894.jpg,train,Barrel-bucket;Bottle;Cabinet-shelf;Desk;Flower;Picture-Frame;Potted Plant;Pumpkin;Storage box;Tomato;Vase,oGp4vqHbnNYSMrUIEziF,a6f2ce82a2cd2ba07b109bd25904a63a,8IqlCQUz92pfe9BWFgXB,1723237573223,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/a6f2ce82a2cd2ba07b109bd25904a63a/thumb.jpg,62429,ba515c1da8e009bda8395104696e5b68555f8578ba7e04020e71fe5ffad9e397,Barrel-bucket,images/Barrel-bucket/objects365_v1_00138894.jpg
objects365_v1_00138895.jpg,train,Baseball;Baseball Bat;Baseball Glove;Bracelet;Gloves;Helmet;Person;Sneakers,cQfSvW0Zl1cnZ4fq0zZR,5611dbec15dba49e2adaa0c9fd93fa27,8IqlCQUz92pfe9BWFgXB,1723237573544,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/5611dbec15dba49e2adaa0c9fd93fa27/thumb.jpg,66830,84ee4a8c1b10127060efa0f5f332520e6fcbe5ba0588dd15ce2a2a73299f5a53,Baseball,images/Baseball/objects365_v1_00138895.jpg
objects365_v1_00138896.jpg,train,Bench;Bottle;Canned;Cup;Desk;Glasses;Handbag-Satchel;Hat;Lamp;Person;Plate;Ring,2NGosO7y0yclPK62oo2B,8c6568263b60dde644c758b0522d465e,8IqlCQUz92pfe9BWFgXB,1723237573223,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/8c6568263b60dde644c758b0522d465e/thumb.jpg,40819,0923668b46fe7e4b3ce04130f9e792dc0fb7cb618c9662a50970dff0f6005525,Bench,images/Bench/objects365_v1_00138896.jpg
objects365_v1_00138897.jpg,train,Carpet;Desk;Fan;Lamp;Person;Picture-Frame;Sneakers,dxyFqbRzafHdqB4t0zMo,b3bec6a4e1803ccc279de3b4d6416e15,8IqlCQUz92pfe9BWFgXB,1723237572962,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/b3bec6a4e1803ccc279de3b4d6416e15/thumb.jpg,53984,1821710d54dd1ec4181162e6e6af70f1f3e4dfce539e52fc0532eff6de338e4e,Carpet,images/Carpet/objects365_v1_00138897.jpg
objects365_v1_00138899.jpg,train,Boat;Car;Hat;Person;SUV,ajxxhLjqIDr6wV1DBl8Q,cf116a14e8581211193d3a8e44953d62,8IqlCQUz92pfe9BWFgXB,1723237573544,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/cf116a14e8581211193d3a8e44953d62/thumb.jpg,40536,60eff475b860d18ea3af55016d0e557f46a91be7323428e51deaa8d2430bf332,Boat,images/Boat/objects365_v1_00138899.jpg
objects365_v1_00138969.jpg,train,Book;Carpet;Cell Phone;Chair;Couch;Desk;Fan;Flower;Lamp;Picture-Frame;Pillow;Remote;Vase,a5nuYsLuMWmp7C3R3hyU,b2ce334cfb7e0471fb568c9208ea5b70,8IqlCQUz92pfe9BWFgXB,1723237572962,True,https://transform.roboflow.com/8IqlCQUz92pfe9BWFgXB/b2ce334cfb7e0471fb568c9208ea5b70/thumb.jpg,32773,0c28b0650d4a56acabb678a11281d25f7a842da7504a22ec2a6158643809137f,Book,images/Book/objects365_v1_00138969.jpg
