filename,relative_path,class,source_image,source_image_id,annotation_id,category_id,bbox_x,bbox_y,bbox_width,bbox_height,source_width,source_height
objects365_v1_00211627_object-0001173.jpg,images/Bench/objects365_v1_00211627_object-0001173.jpg,Bench,objects365_v1_00211627.jpg,211627,1173,25,1.5881957872,319.0313110528,40.8478393532,40.30316160000001,748,512
objects365_v1_00211627_object-0001174.jpg,images/Bench/objects365_v1_00211627_object-0001174.jpg,Bench,objects365_v1_00211627.jpg,211627,1174,25,615.243164052,286.632995584,47.06970215640001,29.99127198719998,748,512
objects365_v1_00211627_object-0001178.jpg,images/Leather-Shoes/objects365_v1_00211627_object-0001178.jpg,Leather Shoes,objects365_v1_00211627.jpg,211627,1178,23,53.620483373599996,343.4562377728,20.652709950399995,7.113708492799958,748,512
objects365_v1_00211627_object-0001179.jpg,images/Sneakers/objects365_v1_00211627_object-0001179.jpg,Sneakers,objects365_v1_00211627.jpg,211627,1179,2,91.2543335308,308.8056030208,9.178955064400014,4.818969753600015,748,512
objects365_v1_00211627_object-0001180.jpg,images/Train/objects365_v1_00211627_object-0001180.jpg,Train,objects365_v1_00211627.jpg,211627,1180,117,90.8248901252,143.9602661376,478.63897708879995,291.6390380544,748,512
objects365_v1_00211627_object-0001181.jpg,images/Street-Lights/objects365_v1_00211627_object-0001181.jpg,Street Lights,objects365_v1_00211627.jpg,211627,1181,12,643.121093758,137.3258056704,27.329833977599947,103.85308835839999,748,512
objects365_v1_00211627_object-0001182.jpg,images/Surveillance-Camera/objects365_v1_00211627_object-0001182.jpg,Surveillance Camera,objects365_v1_00211627.jpg,211627,1182,139,281.4160156104,163.5169677824,15.870483402399998,13.850585907199985,748,512
objects365_v1_00211627_object-0001183.jpg,images/Surveillance-Camera/objects365_v1_00211627_object-0001183.jpg,Surveillance Camera,objects365_v1_00211627.jpg,211627,1183,139,223.3046264812,207.302429184,7.809936516800008,7.809936537600009,748,512
objects365_v1_00211627_object-0001184.jpg,images/Surveillance-Camera/objects365_v1_00211627_object-0001184.jpg,Surveillance Camera,objects365_v1_00211627.jpg,211627,1184,139,212.2905273192,209.1047363072,7.209228562799979,8.610961919999994,748,512
objects365_v1_00211627_object-0001185.jpg,images/Speaker/objects365_v1_00211627_object-0001185.jpg,Speaker,objects365_v1_00211627.jpg,211627,1185,42,228.8259277436,131.1766357504,8.754089343999965,9.245849599999985,748,512
objects365_v1_00211627_object-0001186.jpg,images/Surveillance-Camera/objects365_v1_00211627_object-0001186.jpg,Surveillance Camera,objects365_v1_00211627.jpg,211627,1186,139,585.3632812367999,197.9812621824,11.815063471200006,10.338195814399995,748,512
